読Ｑ本ＩＤ, タイトル, タイトルよみがな, 著者ペンネーム姓, 著者ペンネーム名, 著者よみがな姓, 著者よみがな名, 著者読Ｑネーム, 出版社, ＩＳＢＮ, 読Q認定日 ,読Ｑ本ポイント, 出題数, 時短最大秒数, 読Q推薦図書か, 書店URL, 紙or青空電子, 推奨年代, 係数, ジャンル１, ジャンル２, ジャンル３, ジャンル４, 行数, 1行字数, 本文頁数, 空白頁数, 3/4空白頁数, 1/2空白頁数, 1/4空白頁数, p30短行数, p50短行数, p70短行数, p90短行数, p110短行数, 総字数, 参考字数, 登録者読Ｑネーム, 監修者読Ｑネーム, 著者監修者読Qネーム, 保有クイズ数, 受検回数, 受検者実数, 合格者数, 帯文数, 良書と認めた人数, 前年度合格者数順位/全登録冊数
dq220,ピトゥスの動物園,ぴとぅすのどうぶつえん,スリバス,サバスティア,すりばす,さばすてぃあ,,あすなろ書房,475151902,2022-06-02,4.91,10,150,,,字数カウントしていない本,小学校中学年～小学校高学年,0.7,児童書,海外の文学,,,14,36,187,10,2,8,37,1,3,3,1,2,70092,,asako03331k,yukari05831k,,44,0,0,0,0,0,4/41,,
dq219,なぞなぞのすきな女の子,なぞなぞのすきなおんなのこ,松岡,享子,まつおか,きょうこ,,学研,405104612,2022-06-02,0.04,8,120,推薦図書,,字数カウントしていない本,未就学～小学校低学年,0.1,児童書,日本の文学,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,yukari05831k,yukari05831k,,25,2,1,0,0,0,4/41,,
dq218,じゃんけんのすきな女の子,じゃんけんのすきなおんなのこ,松岡,享子,まつおか,きょうこ,,学研,405203657,2022-06-02,0.09,8,120,推薦図書,,字数カウントしていない本,未就学～小学校低学年,0.1,児童書,日本の文学,,,12,30,68,11,23,30,4,0,0,0,0,0,8550,,yukari05831k,yukari05831k,,27,0,0,0,0,0,4/41,,
dq217,大きい１年生と小さな２年生,おおきいいちねんせいとちいさなにねんせい,古田,足日,ふるた,たるひ,,偕成社文庫,403550030,2022-06-01,0.41,8,120,推薦図書,,字数カウントしていない本,未就学～小学校低学年,0.1,児童書,,,,13,37,165,10,0,13,21,2,3,13,3,5,41342,,yukiko06941k,yukari05831k,,28,0,0,0,0,0,4/41,,
dq216,みどりのゆび,みどりのゆび,ドリュオン,モーリス,どりゅおん,もーりす,,岩波書店,400115631,2022-05-26,5.16,10,150,,,字数カウントしていない本,小学校高学年,0.8,児童書,海外の文学,,,16,37,200,31,30,31,11,3,2,2,3,2,64535,,asako03331k,yukari05831k,,44,0,0,0,0,0,4/41,,
dq215,ロボット・カミイ,ろぼっと・カミイ,古田,足日,ふるた,たるひ,,福音館書店,483400228,2022-05-25,0.24,8,120,,,字数カウントしていない本,未就学～小学校低学年,0.1,児童書,,,,32,15,86,17,1,12,7,6,0,8,0,0,26499,,yukiko06941k,yukari05831k,,27,0,0,0,0,0,4/41,,
dq214,宇宙からきたかんづめ,うちゅうからきたかんづめ,佐藤,さとる,さとう,さとる,,童心社,449401318,2022-05-21,0.99,8,120,推薦図書,,字数カウントしていない本,小学校低学年～小学校中学年,0.4,児童書,日本の文学,,,14,34,109,29,0,2,18,4,6,5,3,3,24823,,asako03331k,yukari05831k,,34,0,0,0,0,0,4/41,,
dq213,ロッタちゃんのひっこし,ろったちゃんのひっこし,リンドグレーン,アストリッド,りんどぐれーん,あすとりっど,,偕成社,403532010,2022-05-20,0.7,8,120,,,字数カウントしていない本,小学校低学年～小学校中学年,0.2,児童書,海外の文学,,,10,28,124,17,15,4,9,1,4,4,2,5,17422,,mizuho00641k,yukari05831k,,30,2,2,0,0,0,4/41,,
dq212,ふしぎ駄菓子屋銭天堂17,ふしぎだがしやぜにてんどう17,廣嶋,玲子,ひろしま,れいこ,,偕成社,403635770,2022-05-14,3.91,10,150,,,字数カウントしていない本,小学校中学年～小学校高学年,0.7,児童書,日本の文学,,,14,38,167,24,3,2,4,2,5,3,2,5,55889,,asako03331k,yukari05831k,,52,2,1,0,0,0,4/41,,
dq211,ルドルフとスノーホワイト,るどるふとすのーほわいと,斉藤,洋,さいとう,ひろし,,講談社,406133522,2022-05-13,5.03,10,150,推薦図書,,字数カウントしていない本,小学校中学年,0.4,児童書,日本の文学,,,14,39,285,8,8,26,39,1,3,6,3,5,100690,,asako03331k,yukari05831k,,49,0,0,0,0,0,4/41,,
dq210,ももいろのきりん,ももいろのきりん,中川,梨枝子,なかがわ,りえこ,,福音館書店,483400044,2022-05-16,0.02,8,120,,,字数カウントしていない本,未就学～小学校低学年,0.1,児童書,,,,15,32,42,18,10,18,8,9,0,0,0,0,2323,,yukiko06941k,MARI04381k,,29,0,0,0,0,0,4/41,,
dq209,スーホの白い馬,すーほのしろいうま,大塚,勇三,おおつか,ゆうぞう,,福音館書店,483400112,2022-05-15,0.05,8,120,推薦図書,,字数カウントしていない本,小学校低学年,0.2,児童書,絵本,,,11,42,24,0,22,4,0,0,0,0,0,0,2541,,yukiko06941k,MARI04381k,,26,0,0,0,0,0,4/41,,
dq208,シャイローがきた夏,しゃいろーがきたなつ,ネイラー,フィリス・レイノルズ,ねいらー,ふぃりす・れいのるず,,あすなろ書房,475152229,2022-05-09,5.93,10,150,,,字数カウントしていない本,小学校中学年～小学校高学年,0.7,児童書,海外の文学,,,14,40,191,0,5,14,3,2,2,3,2,2,84724,,asako03331k,yukari05831k,,42,1,1,0,0,0,4/41,,
dq207,豆つぶほどの小さないぬ,まめつぶほどのちいさないぬ,佐藤,さとる,さとう,さとる,,講談社,406119076,2022-05-07,7.14,12,180,推薦図書,,字数カウントしていない本,小学校中学年～小学校高学年,0.7,児童書,日本の文学,,,18,45,239,17,13,18,4,5,12,5,7,5,101934,,asako03331k,yukari05831k,,48,1,1,0,0,0,4/41,,
